"","Sample","ARO","Pathogen","Reads","MAPQ","Drug","Mechanism","AMR_Family","Gene_Length","FPKM"
"4818","LKMG003-351.allele_mapping_data.txt","MuxB","Pseudomonas aeruginosa",1,12,"macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",3132,1.28864422380381
"4819","LKMG003-351.allele_mapping_data.txt","Bifidobacterium bifidum ileS conferring resistance to mupirocin","Bifidobacterium bifidum",1,11,"mupirocin-like antibiotic","antibiotic target alteration","antibiotic-resistant isoleucyl-tRNA synthetase (ileS)",3324,1.2142099004072
"4820","LKMG003-351.allele_mapping_data.txt","vanR gene in vanO cluster","Rhodococcus hoagii",1,11,"glycopeptide antibiotic","antibiotic target alteration","glycopeptide resistance gene cluster; vanR",702,5.74933576774008
"4821","LKMG003-351.allele_mapping_data.txt","IreK","Enterococcus faecalis",1,11,"cephalosporin","reduced permeability to antibiotic","Serine/threonine kinases",2157,1.87113292023808
"4822","LKMG003-352.allele_mapping_data.txt","APH(3')-Ia","Serratia marcescens",9,19.56,"aminoglycoside antibiotic","antibiotic inactivation","APH(3')",816,44.5150776722817
"4823","LKMG003-352.allele_mapping_data.txt","mtrE","Neisseria gonorrhoeae",2,11,"macrolide antibiotic; penam","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",1404,5.74933576774008
"4824","LKMG003-352.allele_mapping_data.txt","tet(B)","Gram-negative bacterium",2,22,"tetracycline antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",1206,6.69325656542875
"4825","LKMG003-352.allele_mapping_data.txt","macB","Neisseria gonorrhoeae",8,14.29,"macrolide antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1935,16.6864442747433
"4826","LKMG003-352.allele_mapping_data.txt","carA","Streptomyces thermotolerans",2,11,"macrolide antibiotic","antibiotic target protection","Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins",1656,4.87443684656224
"4827","LKMG003-352.allele_mapping_data.txt","sul2","Vibrio cholerae",6,21.33,"sulfonamide antibiotic","antibiotic target replacement","sulfonamide resistant sul",816,29.6767184481878
"4828","LKMG003-352.allele_mapping_data.txt","lmrC","Streptomyces lincolnensis",1,11,"lincosamide antibiotic","antibiotic target protection","Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins",1653,2.44164168720722
"4829","LKMG003-352.allele_mapping_data.txt","APH(6)-Id","Pseudomonas aeruginosa",19,21.46,"aminoglycoside antibiotic","antibiotic inactivation","APH(6)",837,91.6184473956
"4830","LKMG003-352.allele_mapping_data.txt","mel","Streptococcus pyogenes",83,19.58,"macrolide antibiotic; streptogramin antibiotic","antibiotic target protection","msr-type ABC-F protein",1218,275.033495766128
"4831","LKMG003-352.allele_mapping_data.txt","tet(Q)","Bacteroides fragilis",1,22,"tetracycline antibiotic","antibiotic target protection","tetracycline-resistant ribosomal protection protein",1974,2.04459661041213
"4832","LKMG003-352.allele_mapping_data.txt","tet(32)","Escherichia coli",1,22,"tetracycline antibiotic","antibiotic target protection","tetracycline-resistant ribosomal protection protein",1920,2.10210089007997
"4833","LKMG003-352.allele_mapping_data.txt","mtrC","Neisseria meningitidis",2,12.5,"macrolide antibiotic; penam","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",1239,6.51498580944881
"4834","LKMG003-352.allele_mapping_data.txt","smeR","Stenotrophomonas maltophilia",1,11,"aminoglycoside antibiotic; cephalosporin; cephamycin; penam","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",690,5.84932421587469
"4835","LKMG003-352.allele_mapping_data.txt","lmrD","Lactococcus lactis",1,11,"lincosamide antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1995,2.02307454082884
"4836","LKMG003-352.allele_mapping_data.txt","macA","Neisseria gonorrhoeae",2,15.75,"macrolide antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1179,6.84653725013323
"4837","LKMG003-352.allele_mapping_data.txt","tet(M)","Erysipelothrix rhusiopathiae",6,21.5,"tetracycline antibiotic","antibiotic target protection","tetracycline-resistant ribosomal protection protein",1920,12.6126053404798
"4838","LKMG003-352.allele_mapping_data.txt","APH(3'')-Ib","Pseudomonas aeruginosa",25,20.63,"aminoglycoside antibiotic","antibiotic inactivation","APH(3'')",804,125.498560601789
"4839","LKMG003-352.allele_mapping_data.txt","mtrD","Neisseria meningitidis",3,12.33,"macrolide antibiotic; penam","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",3204,3.77905777991904
"4840","LKMG003-352.allele_mapping_data.txt","tet(A)","Shigella sonnei",2,11,"tetracycline antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",1275,6.33103326894673
"4841","LKMG003-352.allele_mapping_data.txt","patA","Streptococcus pneumoniae",144,20.49,"fluoroquinolone antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1695,342.884279698708
"4842","LKMG003-352.allele_mapping_data.txt","patB","Streptococcus pneumoniae",173,20.12,"fluoroquinolone antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1767,395.152140152214
"4843","LKMG003-352.allele_mapping_data.txt","pmrA","Streptococcus pneumoniae",69,19.79,"fluoroquinolone antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",1200,232.071938264828
"4844","LKMG003-352.allele_mapping_data.txt","RlmA(II)","Streptococcus pneumoniae",28,18.34,"macrolide antibiotic; lincosamide antibiotic","antibiotic target alteration","non-erm 23S ribosomal RNA methyltransferase (G748)",849,133.108296643933
"4845","LKMG003-352.allele_mapping_data.txt","farA","Neisseria meningitidis",1,11,"antibacterial free fatty acids","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",1155,3.49440147961345
"4846","LKMG003-352.allele_mapping_data.txt","tetB(46)","Streptococcus australis",1,20.5,"tetracycline antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1737,2.32356575069288
"4847","LKMG003-352.allele_mapping_data.txt","qacH","Staphylococcus saprophyticus",1,11,"disinfecting agents and antiseptics","antibiotic efflux","small multidrug resistance (SMR) antibiotic efflux pump",324,12.4568941634368
"4848","LKMG003-352.allele_mapping_data.txt","Bifidobacterium bifidum ileS conferring resistance to mupirocin","Bifidobacterium bifidum",9,12.38,"mupirocin-like antibiotic","antibiotic target alteration","antibiotic-resistant isoleucyl-tRNA synthetase (ileS)",3324,10.9278891036648
"4849","LKMG003-352.allele_mapping_data.txt","Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin","Bifidobacterium adolescentis",14,12.07,"rifamycin antibiotic","antibiotic target alteration; antibiotic target replacement","rifamycin-resistant beta-subunit of RNA polymerase (rpoB)",3561,15.8675854887249
"4850","LKMG003-353.allele_mapping_data.txt","srmB","Streptomyces ambofaciens",2,11,"macrolide antibiotic","antibiotic target protection","Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins",1653,4.88328337441444
"4851","LKMG003-353.allele_mapping_data.txt","mtrE","Neisseria gonorrhoeae",1,21,"macrolide antibiotic; penam","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",1404,2.87466788387004
"4852","LKMG003-353.allele_mapping_data.txt","tet(B)","Gram-negative bacterium",1,22,"tetracycline antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",1206,3.34662828271438
"4853","LKMG003-353.allele_mapping_data.txt","macB","Neisseria gonorrhoeae",15,12.07,"macrolide antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1935,31.2870830151437
"4854","LKMG003-353.allele_mapping_data.txt","ErmX","Plasmid pNG2",2,22,"macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic","antibiotic target alteration","Erm 23S ribosomal RNA methyltransferase",855,9.44101452386792
"4855","LKMG003-353.allele_mapping_data.txt","mel","Streptococcus pyogenes",125,19.43,"macrolide antibiotic; streptogramin antibiotic","antibiotic target protection","msr-type ABC-F protein",1218,414.207071936939
"4856","LKMG003-353.allele_mapping_data.txt","APH(3')-IIIa","Campylobacter coli",13,19.42,"aminoglycoside antibiotic","antibiotic inactivation","APH(3')",795,65.998035492322
"4857","LKMG003-353.allele_mapping_data.txt","mtrC","Neisseria meningitidis",3,18.83,"macrolide antibiotic; penam","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",1239,9.77247871417321
"4858","LKMG003-353.allele_mapping_data.txt","mtrA","Neisseria gonorrhoeae",4,14.75,"macrolide antibiotic; penam","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",906,17.8191333728633
"4859","LKMG003-353.allele_mapping_data.txt","SAT-4","Campylobacter coli",2,22,"nucleoside antibiotic","antibiotic inactivation","streptothricin acetyltransferase (SAT)",543,14.8656858524992
"4860","LKMG003-353.allele_mapping_data.txt","MexD","Pseudomonas aeruginosa",1,11,"macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",3132,1.28864422380381
"4861","LKMG003-353.allele_mapping_data.txt","macA","Neisseria gonorrhoeae",5,14.2,"macrolide antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1179,17.1163431253331
"4862","LKMG003-353.allele_mapping_data.txt","lsaC","Streptococcus agalactiae",1,20.5,"lincosamide antibiotic; streptogramin antibiotic; pleuromutilin antibiotic","antibiotic target protection","lsa-type ABC-F protein",1479,2.72889365040807
"4863","LKMG003-353.allele_mapping_data.txt","tet(M)","Erysipelothrix rhusiopathiae",10,17.3,"tetracycline antibiotic","antibiotic target protection","tetracycline-resistant ribosomal protection protein",1920,21.0210089007997
"4864","LKMG003-353.allele_mapping_data.txt","mtrD","Neisseria meningitidis",35,14.29,"macrolide antibiotic; penam","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",3204,44.0890074323888
"4865","LKMG003-353.allele_mapping_data.txt","patA","Streptococcus pneumoniae",208,19.82,"fluoroquinolone antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1695,495.277292898133
"4866","LKMG003-353.allele_mapping_data.txt","patB","Streptococcus pneumoniae",198,20.5,"fluoroquinolone antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1767,452.255050578834
"4867","LKMG003-353.allele_mapping_data.txt","pmrA","Streptococcus pneumoniae",100,19.91,"fluoroquinolone antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",1200,336.336142412795
"4868","LKMG003-353.allele_mapping_data.txt","tet(35)","Vibrio harveyi",1,11,"tetracycline antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1110,3.63606640446265
"4869","LKMG003-353.allele_mapping_data.txt","RlmA(II)","Streptococcus pneumoniae",60,16.9,"macrolide antibiotic; lincosamide antibiotic","antibiotic target alteration","non-erm 23S ribosomal RNA methyltransferase (G748)",849,285.232064236999
"4870","LKMG003-353.allele_mapping_data.txt","hmrM","Haemophilus influenzae",4,17.62,"fluoroquinolone antibiotic; disinfecting agents and antiseptics","antibiotic efflux","multidrug and toxic compound extrusion (MATE) transporter",1395,11.5728565131284
"4871","LKMG003-353.allele_mapping_data.txt","farA","Neisseria meningitidis",2,15.75,"antibacterial free fatty acids","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",1155,6.9888029592269
"4872","LKMG003-353.allele_mapping_data.txt","farB","Neisseria meningitidis",4,19.25,"antibacterial free fatty acids","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",1527,10.5724524137617
"4873","LKMG003-353.allele_mapping_data.txt","tetB(60)","uncultured bacterium",7,17.86,"tetracycline antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1740,16.236917219928
"4874","LKMG003-353.allele_mapping_data.txt","tetA(46)","Streptococcus australis",11,19.68,"tetracycline antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1725,25.7370265498486
"4875","LKMG003-353.allele_mapping_data.txt","tetB(46)","Streptococcus australis",6,20.9,"tetracycline antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1737,13.9413945041573
"4876","LKMG003-353.allele_mapping_data.txt","tetA(60)","uncultured bacterium",2,17,"tetracycline antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1740,4.63911920569372
"4877","LKMG003-353.allele_mapping_data.txt","rpoB2","Nocardia farcinica",6,12.33,"rifamycin antibiotic","antibiotic target alteration; antibiotic target replacement","rifamycin-resistant beta-subunit of RNA polymerase (rpoB)",3489,6.9407286482434
"4878","LKMG003-353.allele_mapping_data.txt","vanR gene in vanO cluster","Rhodococcus hoagii",1,11,"glycopeptide antibiotic","antibiotic target alteration","glycopeptide resistance gene cluster; vanR",702,5.74933576774008
"4879","LKMG003-353.allele_mapping_data.txt","tet(O/M/O)","Campylobacter coli",2,14.5,"tetracycline antibiotic","antibiotic target protection","tetracycline-resistant ribosomal protection protein",1920,4.20420178015993
"4880","LKMG003-354.allele_mapping_data.txt","srmB","Streptomyces ambofaciens",2,11,"macrolide antibiotic","antibiotic target protection","Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins",1653,4.88328337441444
"4881","LKMG003-354.allele_mapping_data.txt","adeF","Acinetobacter baumannii",2,11,"fluoroquinolone antibiotic; tetracycline antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",3180,2.53838598047392
"4882","LKMG003-354.allele_mapping_data.txt","macB","Neisseria gonorrhoeae",12,11.58,"macrolide antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1935,25.029666412115
"4883","LKMG003-354.allele_mapping_data.txt","OprJ","Pseudomonas aeruginosa",3,11,"macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",1440,8.40840356031987
"4884","LKMG003-354.allele_mapping_data.txt","APH(6)-Id","Pseudomonas aeruginosa",7,22,"aminoglycoside antibiotic","antibiotic inactivation","APH(6)",837,33.7541648299579
"4885","LKMG003-354.allele_mapping_data.txt","mel","Streptococcus pyogenes",54,20.42,"macrolide antibiotic; streptogramin antibiotic","antibiotic target protection","msr-type ABC-F protein",1218,178.937455076758
"4886","LKMG003-354.allele_mapping_data.txt","mtrC","Neisseria meningitidis",4,12,"macrolide antibiotic; penam","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",1239,13.0299716188976
"4887","LKMG003-354.allele_mapping_data.txt","lmrD","Lactococcus lactis",1,11,"lincosamide antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1995,2.02307454082884
"4888","LKMG003-354.allele_mapping_data.txt","lsaC","Streptococcus agalactiae",1,21,"lincosamide antibiotic; streptogramin antibiotic; pleuromutilin antibiotic","antibiotic target protection","lsa-type ABC-F protein",1479,2.72889365040807
"4889","LKMG003-354.allele_mapping_data.txt","emrA","Escherichia coli",2,11,"fluoroquinolone antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",1173,6.88155790102905
